id,app_id,platforms,categories,genres,CompositeRating,header_image
1055,295750,"windows,mac","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing",Indie,0.412367,https://cdn.akamai.steamstatic.com/steam/apps/295750/header.jpg?t=1597604868
1429,406130,"windows,mac","Single-player,Partial Controller Support,Family Sharing","Action,Indie,RPG",0.412356,https://cdn.akamai.steamstatic.com/steam/apps/406130/header.jpg?t=1455644929
976,278640,"windows,mac","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Stats,Steam Leaderboards,Family Sharing","Action,Adventure,Indie",0.412328,https://cdn.akamai.steamstatic.com/steam/apps/278640/header.jpg?t=1447360373
581,214490,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV,Family Sharing",Action,0.412295,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/214490/header.jpg?t=1711460718
1374,383870,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together,Family Sharing","Adventure,Indie",0.41228,https://cdn.akamai.steamstatic.com/steam/apps/383870/header.jpg?t=1688484486
701,233450,"windows,mac","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Family Sharing","Indie,Simulation,Strategy",0.412162,https://cdn.akamai.steamstatic.com/steam/apps/233450/header.jpg?t=1705500802
210,20710,"windows,mac","Single-player,Steam Achievements,Family Sharing","Action,Indie,Strategy",0.412162,https://cdn.akamai.steamstatic.com/steam/apps/20710/header.jpg?t=1499419184
287,38460,"windows,mac","Single-player,Family Sharing",Action,0.412162,https://cdn.akamai.steamstatic.com/steam/apps/38460/header.jpg?t=1668714838
685,230980,"windows,mac","Single-player,Partial Controller Support,Family Sharing","Adventure,Indie",0.412162,https://cdn.akamai.steamstatic.com/steam/apps/230980/header.jpg?t=1634922642
328,43129,,,,0.411891,
728,1318840,"windows,mac","Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Family Sharing","RPG,Strategy",0.411832,https://cdn.akamai.steamstatic.com/steam/apps/1318840/header.jpg?t=1592580435
134,8950,,,,0.411812,
1187,322500,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Family Sharing","Action,Indie",0.41071,https://cdn.akamai.steamstatic.com/steam/apps/322500/header.jpg?t=1705922015
867,258520,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Family Sharing","Adventure,Indie",0.410577,https://cdn.akamai.steamstatic.com/steam/apps/258520/header.jpg?t=1591617818
1142,312530,"windows,mac","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play on Phone,Remote Play on Tablet,Remote","Action,Indie",0.410483,https://cdn.akamai.steamstatic.com/steam/apps/312530/header.jpg?t=1606522299
86,4500,"windows,mac","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Steam Cloud,Family Sharing","Action,RPG",0.409349,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4500/header.jpg?t=1686945417
537,207170,"windows,mac","Single-player,Steam Achievements,Steam Workshop,Includes level editor,Family Sharing","Adventure,Indie,RPG",0.408706,https://cdn.akamai.steamstatic.com/steam/apps/207170/header.jpg?t=1447355394
108,6860,"windows,mac","Single-player,Steam Cloud,Family Sharing",Action,0.408704,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6860/header.jpg?t=1667311083
1320,365450,"windows,mac","Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Includes level editor,Family Sharing","Indie,Simulation",0.408434,https://cdn.akamai.steamstatic.com/steam/apps/365450/header.jpg?t=1693960812
881,261180,"windows,mac","Single-player,Multi-player,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing","Action,Indie,Sports",0.40829,https://cdn.akamai.steamstatic.com/steam/apps/261180/header.jpg?t=1667229581
1354,376570,,,,0.407424,
545,207690,"windows,mac","Single-player,Steam Achievements,Steam Trading Cards,Family Sharing","Adventure,Casual,Indie",0.407326,https://cdn.akamai.steamstatic.com/steam/apps/207690/header.jpg?t=1669304587
401,65800,"windows,mac","Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play ","Action,Indie,RPG,Strategy",0.407166,https://cdn.akamai.steamstatic.com/steam/apps/65800/header.jpg?t=1688068226
279,35130,"windows,mac","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards,Remote Play Together,Family Sharing","Action,Adventure",0.407091,https://cdn.akamai.steamstatic.com/steam/apps/35130/header.jpg?t=1709838035
348,46500,"windows,mac","Single-player,Steam Trading Cards,Remote Play on Phone,Remote Play on Tablet,Family Sharing","Adventure,Casual",0.406508,https://cdn.akamai.steamstatic.com/steam/apps/46500/header.jpg?t=1709847351
590,215160,"windows,mac","Single-player,Remote Play on Tablet,Family Sharing",Adventure,0.406387,https://cdn.akamai.steamstatic.com/steam/apps/215160/header.jpg?t=1602801890
1302,359320,"windows,mac","Single-player,Multi-player,MMO,Co-op,VR Supported,VR Support,In-App Purchases,Partial Controller Support,Remote Play on Tablet,Family Sharing","Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",0.406377,https://cdn.akamai.steamstatic.com/steam/apps/359320/header.jpg?t=1716466488
419,80310,"windows,mac","Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud,Commentary available,Family Sharing","Adventure,Indie",0.406253,https://cdn.akamai.steamstatic.com/steam/apps/80310/header.jpg?t=1673436655
462,107600,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Action,Indie",0.406188,https://cdn.akamai.steamstatic.com/steam/apps/107600/header.jpg?t=1659752456
115,7000,"windows,mac","Single-player,Full controller support,Family Sharing","Action,Adventure",0.406185,https://cdn.akamai.steamstatic.com/steam/apps/7000/header.jpg?t=1709843365
652,226620,"windows,mac","Single-player,Steam Achievements,Steam Trading Cards,Family Sharing","Adventure,Casual,Indie,RPG,Strategy",0.406122,https://cdn.akamai.steamstatic.com/steam/apps/226620/header.jpg?t=1681842667
240,24420,"windows,mac","Single-player,Steam Achievements,Partial Controller Support,Family Sharing",Indie,0.40609,https://cdn.akamai.steamstatic.com/steam/apps/24420/header.jpg?t=1447351632
390,63209,"windows,mac","Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Valve Anti-Cheat enabled,Stats,Steam Leaderboards,Family Sharing","Action,Strategy,Indie,Sports",0.406035,https://cdn.akamai.steamstatic.com/steam/apps/63200/header.jpg?t=1447353796
985,281640,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats,Steam Leaderboards,Remote Play on Tablet,Remote Play on TV,Family Sharing","Indie,RPG,Strategy",0.406007,https://cdn.akamai.steamstatic.com/steam/apps/281640/header.jpg?t=1642180902
1077,299030,"windows,mac","Single-player,Family Sharing","Action,Adventure",0.405882,https://cdn.akamai.steamstatic.com/steam/apps/299030/header.jpg?t=1668116208
1189,322680,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats,Family Sharing","Action,Adventure,Indie",0.405706,https://cdn.akamai.steamstatic.com/steam/apps/322680/header.jpg?t=1682351614
748,242110,"windows,mac","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor,Remote Play on TV,Remote Play Together,Family Sharing","Action,Casual,Indie,Racing",0.405681,https://cdn.akamai.steamstatic.com/steam/apps/242110/header.jpg?t=1709306875
914,265950,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on TV,Family Sharing","Adventure,Indie",0.405676,https://cdn.akamai.steamstatic.com/steam/apps/265950/header.jpg?t=1597674094
1116,307580,"windows,mac","Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud,Commentary available,Family Sharing","Adventure,Indie",0.405675,https://cdn.akamai.steamstatic.com/steam/apps/307580/header.jpg?t=1667003215
738,240440,"windows,mac","Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Stats,Commentary available,Family Sharing","Action,Adventure,Indie",0.405607,https://cdn.akamai.steamstatic.com/steam/apps/240440/header.jpg?t=1603302631
1322,365660,"windows,mac","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play on TV,Remote Play Together,Family Sharing","Action,Indie,Sports",0.405594,https://cdn.akamai.steamstatic.com/steam/apps/365660/header.jpg?t=1659054444
267,33610,"windows,mac","Single-player,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet,Family Sharing",Adventure,0.405581,https://cdn.akamai.steamstatic.com/steam/apps/33610/header.jpg?t=1706522429
1036,290260,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing",Indie,0.405563,https://cdn.akamai.steamstatic.com/steam/apps/290260/header.jpg?t=1712246754
1046,292500,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Family Sharing","Action,Adventure,Indie",0.405561,https://cdn.akamai.steamstatic.com/steam/apps/292500/header.jpg?t=1688030892
1228,332250,"windows,mac","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together,Family Sharing","Action,Indie,Racing",0.405542,https://cdn.akamai.steamstatic.com/steam/apps/332250/header.jpg?t=1602168342
827,252710,"windows,mac","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing",Adventure,0.405525,https://cdn.akamai.steamstatic.com/steam/apps/252710/header.jpg?t=1581351667
69,3010,"windows,mac","Single-player,Multi-player,Family Sharing",Racing,0.405504,https://cdn.akamai.steamstatic.com/steam/apps/3010/header.jpg?t=1639506578
48,1600,"windows,mac","Single-player,Multi-player,Family Sharing",Strategy,0.4055,https://cdn.akamai.steamstatic.com/steam/apps/1600/header.jpg?t=1597950815
62,2710,"windows,mac","Single-player,Multi-player,Family Sharing",Action,0.405498,https://cdn.akamai.steamstatic.com/steam/apps/2710/header.jpg?t=1568008554
294,39520,"windows,mac","Single-player,Multi-player,Family Sharing","Simulation,Strategy",0.405494,https://cdn.akamai.steamstatic.com/steam/apps/39520/header.jpg?t=1562843668
699,233310,"windows,mac","Single-player,Steam Achievements,Family Sharing","Indie,RPG,Strategy",0.405405,https://cdn.akamai.steamstatic.com/steam/apps/233310/header.jpg?t=1671135156
1220,328900,"windows,mac","Single-player,Family Sharing",Simulation,0.405405,https://cdn.akamai.steamstatic.com/steam/apps/328900/header.jpg?t=1690365803
715,236390,"windows,mac","Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,VR Supported,In-App Purchases,Remote Play on Phone,Remote Play on Tablet","Action,Massively Multiplayer,Simulation,Free to Play",0.405405,https://cdn.akamai.steamstatic.com/steam/apps/236390/header.jpg?t=1713793346
461,107410,"windows,mac","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Leaderboards,Includes level editor","Action,Simulation,Strategy",0.40515,https://cdn.akamai.steamstatic.com/steam/apps/107410/header.jpg?t=1709821285
405,70300,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Includes level editor,Remote Play on TV,Family Sharing","Action,Indie",0.403393,https://cdn.akamai.steamstatic.com/steam/apps/70300/header.jpg?t=1704968437
654,226860,"windows,mac","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Stats,Family Sharing",Strategy,0.403222,https://cdn.akamai.steamstatic.com/steam/apps/226860/header.jpg?t=1697741439
432,94400,"windows,mac","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Stats,Steam Leaderboards,Remote Play on TV,Remote Play Together,Family Sharing","Action,Indie,Sports",0.402916,https://cdn.akamai.steamstatic.com/steam/apps/94400/header.jpg?t=1688162900
1361,378120,,,,0.402155,
948,273350,,,,0.401494,
1108,304650,"windows,mac","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Indie,RPG",0.401291,https://cdn.akamai.steamstatic.com/steam/apps/304650/header.jpg?t=1710762120
140,9420,"windows,mac","Single-player,Multi-player,Family Sharing",Strategy,0.401048,
201,18500,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on TV,Family Sharing","Indie,Strategy",0.400959,https://cdn.akamai.steamstatic.com/steam/apps/18500/header.jpg?t=1667008094
782,248310,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV,Family Sharing","Action,Indie",0.400943,https://cdn.akamai.steamstatic.com/steam/apps/248310/header.jpg?t=1632527738
830,253110,"windows,mac","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Indie",0.400732,https://cdn.akamai.steamstatic.com/steam/apps/253110/header.jpg?t=1699606482
1207,325610,"windows,mac","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing",Strategy,0.400588,https://cdn.akamai.steamstatic.com/steam/apps/325610/header.jpg?t=1699976600
386,58610,"windows,mac","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Valve Anti-Cheat enabled,Family Sharing","Indie,Simulation,Strategy",0.400298,https://cdn.akamai.steamstatic.com/steam/apps/58610/header.jpg?t=1639818022
431,94200,"windows,mac","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Stats,Steam Leaderboards,Remote Play Together,Family Sharing","Action,Indie",0.400163,https://cdn.akamai.steamstatic.com/steam/apps/94200/header.jpg?t=1576358511
511,204180,"windows,mac","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards,Family Sharing","Adventure,Indie,Strategy",0.400111,https://cdn.akamai.steamstatic.com/steam/apps/204180/header.jpg?t=1665958041
310,40950,"windows,mac","Single-player,Multi-player,PvP,Online PvP,Steam Trading Cards,Steam Cloud,Includes level editor,Family Sharing","Simulation,Strategy",0.40009,https://cdn.akamai.steamstatic.com/steam/apps/40950/header.jpg?t=1698842571
332,44350,"windows,mac","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Valve Anti-Cheat enabled,Steam Leaderboards,Remote Play on TV,Remote Play Together,Family Sharing","Racing,Sports",0.399932,https://cdn.akamai.steamstatic.com/steam/apps/44350/header.jpg?t=1571948291
1263,346940,"windows,mac","Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor,Family Sharing","Adventure,Indie,RPG,Strategy",0.399853,https://cdn.akamai.steamstatic.com/steam/apps/346940/header.jpg?t=1709815037
41,1200,"windows,mac","Multi-player,Steam Achievements,Valve Anti-Cheat enabled,Family Sharing",Action,0.399682,https://cdn.akamai.steamstatic.com/steam/apps/1200/header.jpg?t=1551467896
743,241540,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play on TV,Family Sharing","Action,RPG,Simulation",0.399566,https://cdn.akamai.steamstatic.com/steam/apps/241540/header.jpg?t=1573205685
676,230070,"windows,mac","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Indie,RPG",0.399473,https://cdn.akamai.steamstatic.com/steam/apps/230070/header.jpg?t=1690313917
577,214170,"windows,mac","Single-player,Family Sharing",RPG,0.39934,https://cdn.akamai.steamstatic.com/steam/apps/214170/header.jpg?t=1568735839
882,261470,"windows,mac","Single-player,Steam Achievements,Family Sharing","Simulation,Strategy",0.399278,https://cdn.akamai.steamstatic.com/steam/apps/261470/header.jpg?t=1710415207
414,73170,"windows,mac","Single-player,Multi-player,Family Sharing",Strategy,0.399244,https://cdn.akamai.steamstatic.com/steam/apps/73170/header.jpg?t=1669648939
1271,350740,"windows,mac","Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards,Remote Play on TV,Remote Play Together,Family Sharing","Action,Indie",0.399241,https://cdn.akamai.steamstatic.com/steam/apps/350740/header.jpg?t=1574062445
542,207420,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Adventure,Indie",0.399189,https://cdn.akamai.steamstatic.com/steam/apps/207420/header.jpg?t=1667480928
1493,448510,"windows,mac","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play ","Action,Casual,Indie,Simulation",0.399156,https://cdn.akamai.steamstatic.com/steam/apps/448510/header.jpg?t=1705075664
181,15520,"windows,mac","Single-player,Steam Achievements,Steam Leaderboards,Family Sharing","Action,Indie,Sports",0.399139,https://cdn.akamai.steamstatic.com/steam/apps/15520/header.jpg?t=1570193105
464,108500,"windows,mac","Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Indie,Strategy",0.399066,https://cdn.akamai.steamstatic.com/steam/apps/108500/header.jpg?t=1447355376
1140,312450,"windows,mac","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Includes level editor","Simulation,Strategy,Free to Play",0.398963,https://cdn.akamai.steamstatic.com/steam/apps/312450/header.jpg?t=1710423242
457,105300,"windows,mac","Single-player,Steam Achievements,Family Sharing","Casual,Indie",0.398948,https://cdn.akamai.steamstatic.com/steam/apps/105300/header.jpg?t=1447354297
1448,416680,"windows,mac","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Family Sharing","Action,Indie,Strategy",0.398904,https://cdn.akamai.steamstatic.com/steam/apps/416680/header.jpg?t=1582640712
725,237990,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Includes level editor,Remote Play on Tablet,Remote Play on TV,Family Sharing","Indie,RPG,Strategy",0.398686,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/237990/header.jpg?t=1650912084
71,39530,"windows,mac",Family Sharing,Action,0.398649,https://cdn.akamai.steamstatic.com/steam/apps/39530/header.jpg?t=1709653382
441,97130,"windows,mac","Single-player,Multi-player,Co-op,Family Sharing",Strategy,0.398649,https://cdn.akamai.steamstatic.com/steam/apps/97130/header.jpg?t=1447354558
1166,317850,"windows,mac","Single-player,Steam Workshop,Steam Cloud,Stats,Includes level editor,Family Sharing",Strategy,0.398649,https://cdn.akamai.steamstatic.com/steam/apps/317850/header.jpg?t=1711535173
689,231200,"windows,mac","Single-player,Steam Achievements,Full controller support,Captions available,Steam Cloud,Remote Play on TV,Family Sharing","Adventure,Indie",0.398649,https://cdn.akamai.steamstatic.com/steam/apps/231200/header.jpg?t=1692292539
1199,324140,"windows,mac","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play Together,Family Sharing","Action,Casual",0.398649,https://cdn.akamai.steamstatic.com/steam/apps/324140/header.jpg?t=1577993615
1164,317320,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing","Adventure,Indie",0.398649,https://cdn.akamai.steamstatic.com/steam/apps/317320/header.jpg?t=1683296586
96,4920,"windows,mac","Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor,Family Sharing","Action,Indie,Strategy",0.398558,https://cdn.akamai.steamstatic.com/steam/apps/4920/header.jpg?t=1639666850
1135,311340,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Adventure",0.39842,https://cdn.akamai.steamstatic.com/steam/apps/311340/header.jpg?t=1690416708
8,300,"windows,mac","Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Valve Anti-Cheat enabled,Stats,Includes Source SDK,Family Sharing",Action,0.397976,https://cdn.akamai.steamstatic.com/steam/apps/300/header.jpg?t=1694209029
30,300,"windows,mac","Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Valve Anti-Cheat enabled,Stats,Includes Source SDK,Family Sharing",Action,0.397976,https://cdn.akamai.steamstatic.com/steam/apps/300/header.jpg?t=1694209029
319,41700,"windows,mac","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Steam Cloud,Family Sharing","Action,RPG",0.395715,https://cdn.akamai.steamstatic.com/steam/apps/41700/header.jpg?t=1685134248
60,2600,"windows,mac","Single-player,Family Sharing",Action,0.395265,https://cdn.akamai.steamstatic.com/steam/apps/2600/header.jpg?t=1604376441
1105,304030,,,,0.395199,
653,226840,"windows,mac","Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play Together,Family Sharing","RPG,Strategy",0.394855,https://cdn.akamai.steamstatic.com/steam/apps/226840/header.jpg?t=1710241050
629,222750,"windows,mac","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Trading Cards,Steam Cloud,Family Sharing","Indie,Simulation,Strategy",0.394671,https://cdn.akamai.steamstatic.com/steam/apps/222750/header.jpg?t=1639653297
1047,293260,"windows,mac","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Includes level editor","Free to Play,RPG,Strategy",0.394177,https://cdn.akamai.steamstatic.com/steam/apps/293260/header.jpg?t=1653471081
753,242820,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Family Sharing","Action,Indie",0.394112,https://cdn.akamai.steamstatic.com/steam/apps/242820/header.jpg?t=1632130187
1198,323850,"windows,mac","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Shared/Split Screen PvP,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Includes l","Action,Indie",0.393845,https://cdn.akamai.steamstatic.com/steam/apps/323850/header.jpg?t=1702465813
